_Document_	_Target_	slice
948727627929579520	negative	train
945162616313442304	positive	train
946233204016640001	positive	train
945782161163948032	positive	train
945400131381284864	positive	train
961208421222572032	negative	train
961194265442488321	negative	train
947352965769150465	positive	train
945517471229911040	positive	train
949658297832914944	negative	train
947709016016265216	negative	train
949318001383301126	negative	train
945840654940176386	positive	train
945390077626036224	positive	train
960656060712439810	negative	train
949255380420497409	negative	train
945998058768273408	positive	train
946288849881202688	positive	train
947111248025587714	positive	train
946059408836038659	positive	train
958561412737060865	negative	train
945524928694116353	positive	train
947188788115230720	positive	train
947231171552989184	positive	train
946025418208919552	positive	train
945598941382328321	positive	train
947221453346361345	positive	train
946954867599228928	positive	train
958713397528416257	negative	train
945482847258927104	positive	train
947838758434455552	negative	train
958573970487496704	negative	train
961357931349532672	negative	train
946815784474628098	positive	train
948236185507368960	negative	train
958452826379780096	negative	train
962087853491712000	negative	train
946634376628011010	positive	train
961684109797003264	negative	train
948623286224785415	negative	train
946996303141117952	positive	train
958539665249898497	negative	train
945929519650738176	positive	train
946042942023757824	positive	train
947354815469821952	positive	train
945302953535180805	positive	train
960712553822375938	negative	train
958883916949188608	negative	train
949356366677684224	negative	train
960951171962822656	negative	train
949088828790259712	negative	train
948394352711274496	negative	train
960607113222459393	negative	train
961839626217340929	negative	train
946900043864399872	positive	train
961428819293896704	negative	train
945354564445921280	positive	train
946814291318992896	positive	train
946114643629547520	positive	train
947175089505697792	positive	train
959269486745419776	negative	train
947468585944920064	positive	train
945802939762868224	positive	train
945399175084044288	positive	train
945835768559390721	positive	train
949246392018518016	negative	train
945160825370828800	positive	train
948225305491030017	negative	train
949503586748088320	negative	train
947326227072696321	positive	train
962117100406964225	negative	train
946109530802241536	positive	train
959063298934063104	negative	train
945865560700674048	positive	train
948254615291691009	negative	train
947528962959380480	positive	train
961804884810051584	negative	train
959133775845298176	negative	train
948350639674937350	negative	train
961004892604325888	negative	train
945815199696674817	positive	train
948199573440180224	negative	train
945687072106479616	positive	train
959401527642337280	negative	train
947983931680288768	negative	train
946666840540954624	positive	train
962105293416157185	negative	train
961072433494216704	negative	train
945671985194975233	positive	train
947154772330795008	positive	train
948312928716931073	negative	train
949964129728540672	negative	train
947654242629713920	negative	train
945000506467827712	positive	train
944893182633902080	positive	train
945450869868433410	positive	train
947417142818955264	positive	train
948129549539266562	negative	train
958498867288276992	negative	train
948503853422579717	negative	train
946140530869665792	positive	train
947580368353419264	negative	train
960637421250465792	negative	train
949163806181138432	negative	train
945601894189330432	positive	train
949113961076723713	negative	train
949542279185747968	negative	train
944958076909744128	positive	train
945087550871412736	positive	train
949700068919128066	negative	train
950051547408367617	negative	train
946474787559186432	positive	train
946557683796021249	positive	train
948443501582266369	negative	train
958760210167820288	negative	train
946947766655246336	positive	train
946760142841790465	positive	train
945820450961133568	positive	train
958464318806380544	negative	train
946705352640184320	positive	train
961078758479294464	negative	train
960863930448039936	negative	train
946829483067113472	positive	train
949554929227595776	negative	train
945315616143024128	positive	train
947635850585788416	negative	train
946633491634106369	positive	train
946992087832162304	positive	train
961187093157371904	negative	train
946650260469723136	positive	train
947851186152992771	negative	train
946550045956034562	positive	train
960968234387300352	negative	train
946223280310050816	positive	train
949753705695465473	negative	train
946125238462504961	positive	train
947005773875253248	positive	train
959246472599384065	negative	train
961323995252617216	negative	train
959397555632091137	negative	train
949585719621648386	negative	train
958884395091480576	negative	train
949335332259950592	negative	train
962052008973774848	negative	train
958639812680081408	negative	train
948991013435080705	negative	train
945367105439924224	positive	train
958471843383451648	negative	train
961972686296526848	negative	train
962094455334559750	negative	train
946776588703510528	positive	train
947413799954292738	positive	train
946902291981807616	positive	train
959376043051274240	negative	train
947400629839949825	positive	train
949169221015166976	negative	train
947698844837580800	negative	train
947201748514390017	positive	train
946050261096812544	positive	train
